tm_inchikey	rxsmiles	route_index
LYPSYIWSZQVHAB-UHFFFAOYSA-N	Br[C:2]1[CH:10]=[CH:9][C:5]2[S:6][CH:7]=[CH:8][C:4]=2[CH:3]=1.CON(C)[C:27](=[O:29])[CH3:28]>BrC1SC2C=CC=CC=2C=1.O1CCCC1.II.[Mg]>[S:6]1[CH:7]=[CH:8][C:4]2[CH:3]=[C:2]([C:27](=[O:29])[CH3:28])[CH:10]=[CH:9][C:5]1=2	1
