tm_inchikey	rxsmiles	route_index
ZNTVNNXGPZITBD-UHFFFAOYSA-N	[CH2:1]([O:3][C:4]([C:6]1[N:7]=[C:8]2[C:13]([C:14]([CH3:16])=[CH2:15])=[CH:12][C:11]([C:17]3[CH:22]=[CH:21][CH:20]=[CH:19][CH:18]=3)=[CH:10][N:9]2[CH:23]=1)=[O:5])C>CCO.[Pd]>[CH3:1][O:3][C:4]([C:6]1[N:7]=[C:8]2[C:13]([CH:14]([CH3:16])[CH3:15])=[CH:12][C:11]([C:17]3[CH:18]=[CH:19][CH:20]=[CH:21][CH:22]=3)=[CH:10][N:9]2[CH:23]=1)=[O:5]	1
