tm_inchikey	rxsmiles	route_index
MGPKTKXUWSVAMY-UHFFFAOYSA-N	[C:6]([CH2:8][C:9]([OH:11])=O)#[N:7].[Li][CH2:2][CH2:3][CH2:4][CH3:5].[CH2:12]1[CH2:16]OC[CH2:13]1>CCOCC>[O:11]=[C:9]([CH2:5][C:4]1[CH:16]=[CH:12][CH:13]=[CH:2][CH:3]=1)[CH2:8][C:6]#[N:7]	3
MGPKTKXUWSVAMY-UHFFFAOYSA-N	[C:12]1([CH2:18]C(Cl)=O)[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1.[C:1]([CH2:3][C:4]([OH:6])=O)#[N:2]>[Li]CCCC.C1COCC1>[O:6]=[C:4]([CH2:18][C:12]1[CH:17]=[CH:16][CH:15]=[CH:14][CH:13]=1)[CH2:3][C:1]#[N:2]	4
