tm_inchikey	rxsmiles	route_index
WUFUURSWOJROKY-UHFFFAOYSA-N	[OH:1][C:2]1[CH:10]=[C:9]([I:11])[CH:8]=[CH:7][C:3]=1[C:4]([OH:6])=[O:5].[CH3:12][Si](C=[N+]=[N-])(C)C>C1COCC1.CO>[CH3:12][O:5][C:4](=[O:6])[C:3]1[CH:7]=[CH:8][C:9]([I:11])=[CH:10][C:2]=1[OH:1]	2
WUFUURSWOJROKY-UHFFFAOYSA-N	[OH:1][C:2]1[CH:10]=[C:9]([I:11])[CH:8]=[CH:7][C:3]=1[C:4]([OH:6])=[O:5].[CH3:16]O>S(Cl)(Cl)=O>[OH:1][C:2]1[CH:10]=[C:9]([I:11])[CH:8]=[CH:7][C:3]=1[C:4]([O:6][CH3:16])=[O:5]	3
